genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title,Title.1
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35154,13,9,0.2305018,0.12319977,0.0822587,0.163240135,2.950269461,1,3852.04021,2743.463818,203,0,0,204,92.7509375,54.006875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,36094,13,7,0.23005581,0.1509171,0.12643322,0.163240135,2.950269461,11,3622.040088,3030.792664,323,0,0,323,105.12375,72.1596875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,2158,9,1,0.15325019,0.090810895,0.0904093,0.163240135,2.950269461,7,4115.318994,2788.148169,174,0,0,174,82.41015625,37.2990625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1871,13,9,0.28546873,0.09021527,0.0755753,0.163240135,2.950269461,13,4949.809399,3047.716089,98,0,0,98,51.61359375,31.5190625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,22006,19,8,0.18400615,0.12788525,0.1265647,0.163240135,2.950269461,8,1312.001044,2490.798206,215,0,0,215,116.9546875,55.49703125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,2099,19,9,0.17649092,0.095100604,0.094234355,0.163240135,2.950269461,17,4951.403564,2760.165198,65,0,0,65,37.97640625,13.908125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5610,13,9,0.25856465,0.15527484,0.091504395,0.163240135,2.950269461,9,2407.896643,2994.780762,156,0,0,156,73.875625,34.90578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6018,1,9,0.15342683,0.12505238,0.12133036,0.163240135,2.950269461,9,2427.126648,2914.583801,178,0,0,178,101.4660938,40.46,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,12371,13,12,0.16681182,0.12835474,0.086103655,0.163240135,2.950269461,12,4170.746631,2284.249243,156,0,0,156,57.619375,36.0346875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5597,9,19,0.22605972,0.16447474,0.12308882,0.163240135,2.950269461,17,2373.97052,3163.974756,203,0,0,203,93.2025,46.9625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30634,1,2,0.09555162,0.083640605,0.07948612,0.163240135,2.950269461,13,5093.654883,2977.952173,140,0,0,140,124.27,34.90578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6254,1,8,0.104626186,0.09876987,0.08653309,0.163240135,2.950269461,17,2390.214734,3194.514368,286,0,0,286,251.8364063,63.35421875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30341,13,9,0.14039716,0.110419594,0.09619765,0.163240135,2.950269461,13,5108.411182,3120.542371,137,0,0,137,70.624375,37.79578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15051,9,13,0.11656276,0.11587289,0.10483133,0.163240135,2.950269461,9,4746.830811,2776.272449,77,0,0,77,33.5059375,18.64953125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,891,19,9,0.12723565,0.12523451,0.10587297,0.163240135,2.950269461,17,2287.772925,3510.906323,26,0,0,27,28.53875,5.960625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14848,9,1,0.23011918,0.1250733,0.076390594,0.163240135,2.950269461,17,4899.02439,2761.940527,106,0,0,106,69.76640625,38.2925,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15767,9,13,0.3967485,0.10882741,0.08116106,0.163240135,2.950269461,17,4710.70498,2880.006067,139,0,0,139,124.5409375,21.35890625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,11070,1,19,0.16127858,0.11523345,0.10819495,0.163240135,2.950269461,9,4835.606006,2111.390247,172,0,0,172,135.6042188,56.71625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15814,9,19,0.19789158,0.14045052,0.079921916,0.163240135,2.950269461,9,4858.632373,2886.884094,72,0,0,72,60.10296875,27.635625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,19501,2,9,0.17018221,0.12828763,0.11277664,0.163240135,2.950269461,1,4557.715356,3436.416772,155,0,0,155,141.97125,37.389375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15130,8,1,0.25900066,0.109998286,0.080138765,0.163240135,2.950269461,17,4745.659155,2702.272437,116,0,0,116,91.89296875,44.43375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,24827,13,7,0.24867399,0.17957002,0.12673406,0.163240135,2.950269461,6,1490.58623,3077.08031,207,0,0,208,306.6560938,72.11453125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30509,1,13,0.117448464,0.103314355,0.07926879,0.163240135,2.950269461,13,5007.162402,3099.218286,218,0,0,218,167.0329688,47.45921875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,16557,7,12,0.14239722,0.11802187,0.11153656,0.163240135,2.950269461,7,4497.065698,2784.211938,82,0,0,82,33.6865625,12.68890625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14914,9,19,0.16554146,0.11869732,0.08125628,0.163240135,2.950269461,13,4814.758179,2976.912085,26,0,0,26,31.29328125,18.3334375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1605,9,1,0.19099826,0.11348303,0.0780395,0.163240135,2.950269461,10,4947.348218,1763.110632,167,0,0,168,124.9021875,38.111875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,894,8,19,0.2597313,0.120202266,0.09627809,0.163240135,2.950269461,17,2304.251013,3513.044189,214,0,0,214,182.1151563,75.36578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1003,9,13,0.18865813,0.15112051,0.08506138,0.163240135,2.950269461,10,4640.480371,1703.325916,94,0,0,94,53.7359375,34.18328125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15243,1,4,0.14560087,0.099872775,0.09915736,0.163240135,2.950269461,17,4913.668628,2890.960193,222,0,0,222,353.9798438,57.30328125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5918,9,1,0.11890248,0.11172742,0.10517648,0.163240135,2.950269461,2,2423.077319,2702.962231,214,0,0,214,121.560625,65.79265625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,10662,7,13,0.31019124,0.08387521,0.07242326,0.163240135,2.950269461,19,333.0414032,3135.670752,75,0,0,75,40.32453125,19.37203125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5795,1,2,0.14584985,0.10172152,0.09920343,0.163240135,2.950269461,22,2348.939099,3217.64574,68,0,0,68,48.09140625,29.75796875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30563,13,14,0.18171102,0.14499164,0.06295456,0.163240135,2.950269461,11,5132.177148,3026.838171,166,0,0,166,62.36078125,40.59546875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14751,1,8,0.12953588,0.12945136,0.11950188,0.163240135,2.950269461,20,4882.194556,3099.812415,121,0,0,121,128.4695313,52.561875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,16544,3,10,0.104541756,0.09003016,0.081328794,0.163240135,2.950269461,7,4498.274292,2766.167493,150,0,0,151,107.833125,44.02734375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14631,9,13,0.226349,0.147929,0.13264851,0.163240135,2.950269461,9,4872.607983,2675.271448,74,0,0,74,67.96015625,38.69890625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15148,13,1,0.24652748,0.113812745,0.09882307,0.163240135,2.950269461,17,4751.718726,2715.004382,144,0,0,144,80.4684375,38.15703125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,20708,8,3,0.14884387,0.14847215,0.08438718,0.163240135,2.950269461,24,3218.797473,2969.090259,413,0,0,413,204.9190625,80.15234375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6947,9,19,0.23452719,0.11535682,0.11051323,0.163240135,2.950269461,21,1964.940186,2982.80647,192,0,0,192,162.2915625,56.40015625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15061,13,1,0.4466226,0.11306042,0.051469374,0.163240135,2.950269461,17,4751.839502,2848.307874,231,1,0,232,205.2803125,52.561875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,19424,19,17,0.18697347,0.14650027,0.121141575,0.163240135,2.950269461,11,4754.790845,3440.988428,85,0,0,85,80.42328125,35.89921875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15970,1,12,0.14641953,0.08448742,0.08040004,0.163240135,2.950269461,7,4525.257227,2841.850073,66,0,0,66,36.305625,12.41796875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,9450,1,19,0.18477398,0.1314113,0.120082945,0.163240135,2.950269461,21,4712.688867,1033.928503,190,0,0,190,302.6823438,27.81625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26466,28,14,0.44686607,0.28054544,0.13239264,0.163240135,2.950269461,12,3481.482336,360.0667496,1,0,0,1,815.883125,5.19296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7828,1,2,0.17293206,0.1679093,0.11014223,0.163240135,2.950269461,19,4450.733643,643.6281036,194,0,0,194,178.276875,26.6421875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,36074,1,11,0.107645586,0.1049874,0.08325681,0.163240135,2.950269461,11,3636.863208,2991.762805,122,0,0,122,140.5714063,18.785,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20159,1,5,0.22352597,0.16386783,0.120898575,0.163240135,2.950269461,28,1053.254175,1248.201447,0,0,0,0,674.4085938,5.41875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15197,17,19,0.13839364,0.13809147,0.12921357,0.163240135,2.950269461,9,4830.639648,2651.075085,149,0,0,149,161.47875,56.67109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,14662,17,19,0.16874537,0.11703424,0.07706163,0.163240135,2.950269461,17,4776.796216,2770.8703,111,0,0,111,54.0971875,25.42296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10853,28,5,0.408637,0.14859456,0.11144482,0.163240135,2.950269461,28,2893.817114,368.145874,2,0,0,2,544.0876563,5.91546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6014,17,19,0.15660271,0.15221262,0.10556719,0.163240135,2.950269461,17,2412.703003,2902.469019,278,0,0,279,264.435,59.10953125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,23693,1,17,0.2268736,0.093868226,0.0893453,0.163240135,2.950269461,15,2794.466516,3444.722949,49,0,0,50,83.0875,8.35390625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15519,1,17,0.15598127,0.13959423,0.10813306,0.163240135,2.950269461,20,4484.325244,3070.607361,88,1,0,89,65.79265625,14.67578125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,29749,19,1,0.13845721,0.12053337,0.08671044,0.163240135,2.950269461,1,5197.667407,3005.113574,138,0,0,138,123.3217188,46.73671875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8010,19,2,0.2638061,0.13554506,0.10921466,0.163240135,2.950269461,9,4603.326489,765.0622559,72,0,0,72,171.0970313,24.24890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6600,1,7,0.13019547,0.12699407,0.09809286,0.163240135,2.950269461,21,2380.966003,2858.89967,73,0,0,73,54.4584375,28.94515625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26367,3,5,0.31188682,0.1246033,0.11586528,0.163240135,2.950269461,9,3683.37373,181.319062,5,0,0,5,867.5870313,9.8440625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8636,1,19,0.23332296,0.15203655,0.079982474,0.163240135,2.950269461,2,4810.254175,1399.113385,101,0,0,101,189.7014063,28.719375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,14818,1,17,0.17661873,0.12492907,0.08354301,0.163240135,2.950269461,13,4865.023975,3030.011353,149,0,0,149,361.2951563,82.41015625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15761,19,1,0.16278252,0.15772723,0.12249863,0.163240135,2.950269461,17,4754.788354,2871.83457,146,0,0,146,89.36421875,45.38203125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,30889,1,19,0.22923245,0.14857465,0.08546813,0.163240135,2.950269461,21,5043.108936,2845.35072,92,0,0,92,107.29125,39.7375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,892,3,1,0.19737254,0.101506405,0.094473146,0.163240135,2.950269461,17,2295.60575,3517.220313,32,0,0,32,26.41640625,8.89578125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20115,1,2,0.2777995,0.2154809,0.07677132,0.163240135,2.950269461,18,880.2568665,1632.828107,183,0,0,183,370.823125,38.51828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15099,17,1,0.20032431,0.14741221,0.12428437,0.163240135,2.950269461,9,4928.969043,2653.624463,96,1,0,97,159.6273438,45.65296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15592,17,1,0.17541909,0.13403144,0.11725026,0.163240135,2.950269461,13,4737.681274,3178.055371,79,0,0,79,59.425625,30.75140625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,CNN Model : Stratified Split - Raw Data,CNN Model : Stratified Sampling - Raw Data
